"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"5673","Nicaragua",1990,50.9,73.3,4.75,4144564,2820500756,"Americas","Central America",1.86446616133973,"developing"
"5674","Niger",1990,138.1,47.2,7.76,7911884,1507000407,"Africa","Western Africa",0.521843879201991,"developing"
"5675","Nigeria",1990,125.9,54.1,6.49,95617345,34977654923,"Africa","Western Africa",1.00221556632704,"developing"
"5676","Norway",1990,7,76.6,1.93,4240375,116966569351,"Europe","Northern Europe",75.5726449633113,"west"
"5677","Oman",1990,32,72.1,7.16,1812159,12652625161,"Asia","Western Asia",19.1289652113822,"developing"
"5678","Pakistan",1990,106.1,62.1,6.02,107607639,50248972481,"Asia","Southern Asia",1.27935543457249,"developing"
"5679","Panama",1990,25.7,74.9,3.08,2471010,7091896590,"Americas","Central America",7.86312223391766,"developing"
"5680","Papua New Guinea",1990,65.3,56,4.8,4157903,2356852386,"Oceania","Melanesia",1.55297750444335,"developing"
"5681","Paraguay",1990,37.1,74.2,4.54,4213740,5927581217,"Americas","South America",3.85404617744,"developing"
"5682","Peru",1990,56.3,68.7,3.83,21826658,36090118317,"Americas","South America",4.53010426447015,"developing"
"5683","Philippines",1990,40.8,67.6,4.32,61947340,61098682100,"Asia","South-Eastern Asia",2.70219269445695,"developing"
"5684","Poland",1990,15.1,70.9,2.04,38195258,118170362822,"Europe","Eastern Europe",8.47629877746633,"developing"
"5685","Portugal",1990,11.5,74.2,1.54,9890319,87572065710,"Europe","Southern Europe",24.2584154968743,"west"
"5686","Puerto Rico",1990,NA,73.8,2.22,3517984,41057095700,"Americas","Caribbean",31.9743335099393,"developing"
"5687","Qatar",1990,17.8,74.5,4.02,476478,NA,"Asia","Western Asia",NA,"developing"
"5688","Romania",1990,31,70,1.81,23489361,43989597124,"Europe","Eastern Europe",5.13080982387484,"developing"
"5689","Russia",1990,21.9,69.2,1.89,147568552,385892318110,"Europe","Eastern Europe",7.16439385878524,"developing"
"5690","Rwanda",1990,93.2,50.5,7.27,7259740,1673246631,"Africa","Eastern Africa",0.631460265134217,"developing"
"5691","St. Lucia",1990,18.7,70.2,3.4,138180,530024926.3,"Americas","Caribbean",10.5089237643177,"developing"
"5692","St. Vincent and the Grenadines",1990,20.3,69.7,2.96,107509,291778284.6,"Americas","Caribbean",7.43558735127241,"developing"
"5693","Samoa",1990,25.8,69.1,5.12,162865,192244188.6,"Oceania","Polynesia",3.23394472184501,"developing"
"5694","Saudi Arabia",1990,35.5,73.9,5.84,16361453,144127803750,"Asia","Western Asia",24.1342071028459,"developing"
"5695","Senegal",1990,70.3,57.8,6.63,7514201,3463277797,"Africa","Western Africa",1.26273336586923,"developing"
"5696","Serbia",1990,24.5,72.5,2.11,9517670,10955579577,"Europe","Southern Europe",3.15363807658059,"west"
"5697","Seychelles",1990,14.2,69.1,2.74,70627,395179106.9,"Africa","Eastern Africa",15.3295833697812,"developing"
"5698","Sierra Leone",1990,156.5,51.6,6.53,3931208,1014478061,"Africa","Western Africa",0.707007095006218,"developing"
"5699","Singapore",1990,6.2,74.9,1.83,3016400,48105739109,"Asia","South-Eastern Asia",43.6933249914168,"developing"
"5700","Slovak Republic",1990,15.6,71,2.04,5277709,28171611567,"Europe","Eastern Europe",14.6242427242267,"developing"
"5701","Slovenia",1990,8.8,73.7,1.47,2006520,16709399038,"Europe","Southern Europe",22.815210138237,"west"
"5702","Solomon Islands",1990,32.2,60.1,5.85,311849,340865987.8,"Oceania","Melanesia",2.99465259991258,"developing"
"5703","South Africa",1990,47.4,62,3.66,36793490,110944725837,"Africa","Southern Africa",8.26119384103226,"developing"
"5704","Spain",1990,9.3,76.9,1.34,39192055,440391149059,"Europe","Southern Europe",30.7856042075959,"west"
"5705","Sri Lanka",1990,18.1,70.5,2.48,17330817,9821725438,"Asia","Southern Asia",1.55265829743851,"developing"
"5706","Sudan",1990,79.9,58.9,6.15,20008804,7062040511,"Africa","Northern Africa",0.966977146386188,"developing"
"5707","Suriname",1990,40.7,69.7,2.73,408276,833961022.2,"Americas","South America",5.59627486885383,"developing"
"5708","Swaziland",1990,56,60.7,5.74,862728,1139394803,"Africa","Southern Africa",3.6183241963403,"developing"
"5709","Sweden",1990,5.8,77.6,2.14,8559107,201066288111,"Europe","Northern Europe",64.3602823016306,"west"
"5710","Switzerland",1990,6.7,77.5,1.55,6673920,224773355504,"Europe","Western Europe",92.2722196759515,"west"
"5711","Syria",1990,30.4,70.5,5.31,12451539,11771295229,"Asia","Western Asia",2.590051231022,"developing"
"5712","Tajikistan",1990,85,65.3,5.18,5297286,2259516651,"Asia","Central Asia",1.16860909116143,"developing"
"5713","Tanzania",1990,100.4,55.2,6.21,25458208,7546708701,"Africa","Eastern Africa",0.812151202838592,"developing"
"5714","Thailand",1990,30.3,71,2.11,56582824,79359850156,"Asia","South-Eastern Asia",3.84258387320399,"developing"
"5715","Timor-Leste",1990,132,58.5,5.34,740231,NA,"Asia","South-Eastern Asia",NA,"developing"
"5716","Togo",1990,90.2,57.8,6.33,3786942,1042569469,"Africa","Western Africa",0.754264181914865,"developing"
"5717","Tonga",1990,18.7,69.1,4.64,95152,142129676.4,"Oceania","Polynesia",4.09236141855799,"developing"
"5718","Trinidad and Tobago",1990,26.9,69.1,2.45,1221904,5970341068,"Americas","Caribbean",13.3865662248739,"developing"
"5719","Tunisia",1990,44.3,71.8,3.54,8232797,13546848859,"Africa","Northern Africa",4.50814643045604,"developing"
"5720","Turkey",1990,55.8,68.1,3.08,53994605,186641240190,"Asia","Western Asia",9.47031399774564,"developing"
"5721","Turkmenistan",1990,72.5,63.9,4.35,3668000,3820910722,"Asia","Central Asia",2.85393908217684,"developing"
"5722","Uganda",1990,111.4,50.7,7.09,17384369,3293065505,"Africa","Eastern Africa",0.518977552419222,"developing"
"5723","Ukraine",1990,16.7,70,1.87,51370009,71953291930,"Europe","Eastern Europe",3.83749799727569,"developing"
"5724","United Arab Emirates",1990,14.1,70.6,4.39,1811458,66192081450,"Asia","Western Asia",100.111715731838,"developing"
"5725","United Kingdom",1990,7.9,75.7,1.81,57110117,1108373235034,"Europe","Northern Europe",53.1716473298969,"west"
"5726","United States",1990,9.4,75.4,2.07,252847810,7063943223309,"Americas","Northern America",76.5411774970729,"west"
"5727","Uruguay",1990,20.3,73,2.52,3109987,16335149465,"Americas","South America",14.3903605226276,"developing"
"5728","Uzbekistan",1990,58.8,67.8,4.18,20515248,14043652397,"Asia","Central Asia",1.87547135631901,"developing"
"5729","Vanuatu",1990,29.2,61.9,4.93,146633,194638259.6,"Oceania","Melanesia",3.63666777433064,"developing"
"5730","Venezuela",1990,24.7,72.5,3.45,19861959,95263870747,"Americas","South America",13.1405419856201,"developing"
"5731","West Bank and Gaza",1990,35.6,71.8,6.53,2101156,NA,"Asia","Western Asia",NA,"developing"
"5732","Vietnam",1990,36.6,69.3,3.56,68209604,15017998194,"Asia","South-Eastern Asia",0.603217114872956,"developing"
"5733","Yemen",1990,88.7,58.5,8.67,11961099,5553970146,"Asia","Western Asia",1.272153718014,"developing"
"5734","Zambia",1990,113.3,51.9,6.47,8143142,3027518592,"Africa","Eastern Africa",1.01859595288054,"developing"
"5735","Zimbabwe",1990,51.2,63,5.18,10484771,5621937535,"Africa","Eastern Africa",1.46904196467821,"developing"
"5736","Albania",1991,33.7,73.4,2.92,3275438,2264659407,"Europe","Southern Europe",1.89426462065469,"west"
"5737","Algeria",1991,38.8,70.5,4.5,26554277,45810504880,"Africa","Northern Africa",4.72647899801396,"developing"
"5738","Angola",1991,133.5,49.3,7.14,11472173,8362296544,"Africa","Middle Africa",1.997041143854,"developing"
"5739","Antigua and Barbuda",1991,22.6,73.6,2.07,62412,600034493.1,"Americas","Caribbean",26.3399685650547,"developing"
"5740","Argentina",1991,23.6,72.7,2.96,33193920,205294219094,"Americas","South America",16.944365574359,"developing"
"5741","Armenia",1991,40.6,69.7,2.48,3511912,2489508723,"Asia","Western Asia",1.94212492905164,"developing"
"5742","Aruba",1991,NA,73.51,2.22,64623,1193642719,"Americas","Caribbean",50.6051100174479,"developing"
"5743","Australia",1991,7.1,77.4,1.85,17325818,297936911238,"Oceania","Australia and New Zealand",47.1126679410517,"west"
"5744","Austria",1991,7.6,75.8,1.51,7755143,152425218284,"Europe","Western Europe",53.8485670431072,"west"
"5745","Azerbaijan",1991,75.7,65.3,2.94,7332519,8891369779,"Asia","Western Asia",3.3221758038049,"developing"
"5746","Bahamas",1991,18.8,68.9,2.63,261117,4901107868,"Americas","Caribbean",51.4240466497436,"developing"
"5747","Bahrain",1991,19.3,72,3.6,509654,5168752875,"Asia","Western Asia",27.7854520533968,"developing"
"5748","Bangladesh",1991,95.8,56.4,4.37,108509679,30474743435,"Asia","Southern Asia",0.769447007276865,"developing"
"5749","Barbados",1991,15.4,73.2,1.73,261281,2134241585,"Americas","Caribbean",22.3791137479498,"developing"
"5750","Belarus",1991,13.5,70.1,1.81,10241137,14191860914,"Europe","Eastern Europe",3.79663026901092,"developing"
"5751","Belgium",1991,8,76.2,1.59,10011217,190192626271,"Europe","Western Europe",52.0491852702522,"west"
"5752","Belize",1991,30.4,71.2,4.44,191127,517457662.4,"Americas","Central America",7.41754030437052,"developing"
"5753","Benin",1991,105.6,56.3,6.68,5182525,1478487197,"Africa","Western Africa",0.781597745267899,"developing"
"5754","Bhutan",1991,89.6,61.9,5.43,534678,272535249.1,"Asia","Southern Asia",1.39648894351828,"developing"
"5755","Bolivia",1991,82.9,62.2,4.87,6992521,6106538030,"Americas","South America",2.39259076634624,"developing"
"5756","Bosnia and Herzegovina",1991,15.1,72.7,1.65,4437898,NA,"Europe","Southern Europe",NA,"west"
"5757","Botswana",1991,42.9,62,4.54,1420098,3469705220,"Africa","Southern Africa",6.69393358671735,"developing"
"5758","Brazil",1991,48.9,68.1,2.72,152916852,509359093915,"Americas","South America",9.12590305540956,"developing"
"5759","Brunei",1991,9.2,73.8,3.44,264365,4960586183,"Asia","South-Eastern Asia",51.4086474257649,"developing"
"5760","Bulgaria",1991,18.8,71.3,1.69,8745408,13334230508,"Europe","Eastern Europe",4.17729377269559,"developing"
"5761","Burkina Faso",1991,102.3,51.4,6.98,9050090,1696722567,"Africa","Western Africa",0.513647375670539,"developing"
"5762","Burundi",1991,104.5,45.4,7.51,5759429,1070135131,"Africa","Eastern Africa",0.509056899778238,"developing"
"5763","Cambodia",1991,85.5,57.9,5.44,9323607,NA,"Asia","South-Eastern Asia",NA,"developing"
"5764","Cameroon",1991,86.7,58.2,6.35,12430311,8457784979,"Africa","Middle Africa",1.86415397338778,"developing"
"5765","Canada",1991,6.6,77.6,1.71,28014102,532270264643,"Americas","Northern America",52.0550220618193,"west"
"5766","Cape Verde",1991,47,68.6,5.16,349326,283988137.1,"Africa","Western Africa",2.22728823701909,"developing"
"5767","Central African Republic",1991,115.2,48.1,5.73,3010950,810096120.4,"Africa","Middle Africa",0.737123308508419,"developing"
"5768","Chad",1991,114.7,54.3,7.35,6151213,1200104833,"Africa","Middle Africa",0.534521962834866,"developing"
"5769","Chile",1991,14.8,74.1,2.6,13354054,43679935489,"Americas","South America",8.96140274213707,"developing"
"5770","China",1991,41.8,67,2.28,1172327831,485501624597,"Asia","Eastern Asia",1.13461559307812,"developing"
"5771","Colombia",1991,28.2,71.1,3.06,34916770,78950382026,"Americas","South America",6.19480027819266,"developing"
"5772","Comoros",1991,85.4,57.4,5.45,427556,171168115.5,"Africa","Eastern Africa",1.0968241378811,"developing"
"5773","Congo, Dem. Rep.",1991,118.7,54.4,7.18,36309209,7014456724,"Africa","Middle Africa",0.529278664671393,"developing"
"5774","Congo, Rep.",1991,61.8,54.4,5.29,2450125,2862682411,"Africa","Middle Africa",3.20104709334791,"developing"
"5775","Costa Rica",1991,14,76.5,3.09,3175654,9824359311,"Americas","Central America",8.47575110728351,"developing"
"5776","Cote d'Ivoire",1991,104.8,54.9,6.23,12600967,8300949194,"Africa","Western Africa",1.80480804043881,"developing"
"5777","Croatia",1991,10.5,71.9,1.62,4760003,19844498690,"Europe","Southern Europe",11.4219443898762,"west"
"5778","Cuba",1991,9.8,74.8,1.72,10664577,31518380977,"Americas","Caribbean",8.09706083083366,"developing"
"5779","Cyprus",1991,9.7,76.4,2.38,783138,6240141145,"Asia","Western Asia",21.8304782932115,"developing"
"5780","Czech Republic",1991,12.2,72,1.76,10328440,49797388500,"Europe","Eastern Europe",13.2092747181436,"developing"
"5781","Denmark",1991,6.9,75.4,1.68,5154309,125496920044,"Europe","Northern Europe",66.7067454052017,"west"
"5782","Djibouti",1991,91,60.7,6,610679,631797330.5,"Africa","Eastern Africa",2.83447046715371,"developing"
"5783","Dominican Republic",1991,44.9,72.2,3.4,7325622,13440845833,"Americas","Caribbean",5.02677249234319,"developing"
"5784","Ecuador",1991,42.3,71.4,3.67,10460988,14023015720,"Americas","South America",3.67261879572799,"developing"
"5785","Egypt",1991,60.3,65.4,4.18,57689828,66286699445,"Africa","Northern Africa",3.14799683125639,"developing"
"5786","El Salvador",1991,43.8,68.1,3.86,5321576,8672159451,"Americas","Central America",4.46471890313017,"developing"
"5787","Equatorial Guinea",1991,125.5,48.7,5.9,390381,205141003.7,"Africa","Middle Africa",1.43969646863779,"developing"
"5788","Eritrea",1991,89.5,53.4,6.47,3160644,NA,"Africa","Eastern Africa",NA,"developing"
"5789","Estonia",1991,15.9,69.6,1.83,1548287,NA,"Europe","Northern Europe",NA,"west"
"5790","Ethiopia",1991,119.2,46.9,7.19,49784987,5788766563,"Africa","Eastern Africa",0.318562590348333,"developing"
"5791","Fiji",1991,24.1,65.1,3.37,735469,1299220783,"Oceania","Melanesia",4.83978113900185,"developing"
"5792","Finland",1991,5.3,75.4,1.8,5009381,93374792703,"Europe","Northern Europe",51.0684553383408,"west"
"5793","France",1991,7.1,77.3,1.74,57226524,1102943385636,"Europe","Western Europe",52.803533906281,"west"
"5794","French Polynesia",1991,NA,69.01,3.29,202020,2870063790,"Oceania","Polynesia",38.9228218283013,"developing"
"5795","Gabon",1991,60,59.8,5.34,978252,4561204712,"Africa","Middle Africa",12.7742660027819,"developing"
"5796","Gambia",1991,78,61.5,6.1,949490,586849886,"Africa","Western Africa",1.69333843099908,"developing"
"5797","Georgia",1991,40.4,69.9,2.13,5418449,6431545205,"Asia","Western Asia",3.25197704998618,"developing"
"5798","Germany",1991,6.5,75.6,1.34,79483739,1636487645219,"Europe","Western Europe",56.4081138045173,"west"
"5799","Ghana",1991,77.5,58.4,5.51,15042736,3439438121,"Africa","Western Africa",0.626423154652586,"developing"
"5800","Greece",1991,10.7,77.1,1.39,10217782,101765667097,"Europe","Southern Europe",27.2867484196762,"west"
"5801","Greenland",1991,NA,65.1,2.42,55786,894877541,"Americas","Northern America",43.9486482345205,"west"
"5802","Grenada",1991,17.4,70.2,3.7,96455,353609713.3,"Americas","Caribbean",10.0439970459644,"developing"
"5803","Guatemala",1991,57.3,64,5.53,9385000,13359226869,"Americas","Central America",3.89990639945702,"developing"
"5804","Guinea",1991,137.3,52.3,6.54,6367110,2142840773,"Africa","Western Africa",0.922050449631962,"developing"
"5805","Guinea-Bissau",1991,132.9,51.7,6.61,1080191,195627737.2,"Africa","Western Africa",0.496177438330509,"developing"
"5806","Guyana",1991,45.5,64.3,2.47,717502,468606577.7,"Americas","South America",1.78933806112631,"developing"
"5807","Haiti",1991,98.4,54.4,5.32,7243391,3734792700,"Americas","Caribbean",1.41264067715291,"developing"
"5808","Honduras",1991,43.3,70.3,5.05,5041050,5309744577,"Americas","Central America",2.88575701816851,"developing"
"5809","Hong Kong, China",1991,NA,77.77,1.26,5857335,121720768667,"Asia","Eastern Asia",56.9340080415037,"developing"
"5810","Hungary",1991,16.2,69.2,1.8,10370223,39839904832,"Europe","Eastern Europe",10.5253690491767,"developing"
"5811","Iceland",1991,4.9,78.4,2.17,257387,6748001672,"Europe","Northern Europe",71.8283200538436,"west"
"5812","India",1991,86.1,58.5,3.79,888513869,279412727485,"Asia","Southern Asia",0.861567105011292,"developing"
"5813","Indonesia",1991,59.8,64.5,3.02,184614740,118895240736,"Asia","South-Eastern Asia",1.76443324936071,"developing"
"5814","Iran",1991,42.6,67.8,4.48,57288039,79146807858,"Asia","Southern Asia",3.78509324562449,"developing"
"5815","Iraq",1991,41.6,63.9,5.79,17952909,NA,"Asia","Western Asia",NA,"developing"
"5816","Ireland",1991,7.2,76.7,1.95,3570140,NA,"Europe","Northern Europe",NA,"west"
"5817","Israel",1991,9.2,76.5,2.97,4641600,76700617160,"Asia","Western Asia",45.2728966629363,"developing"
"5818","Italy",1991,8,77,1.29,57029614,956601713821,"Europe","Southern Europe",45.9555383490447,"west"
"5819","Jamaica",1991,24.7,74.9,2.9,2403082,7916205968,"Americas","Caribbean",9.02517497478951,"developing"
"5820","Japan",1991,4.5,79.1,1.54,122702527,4370103995432,"Asia","Eastern Asia",97.5765369422083,"developing"
"5821","Jordan",1991,29.1,71.9,5.35,3538663,5222222628,"Asia","Western Asia",4.04318220039448,"developing"
"5822","Kazakhstan",1991,44.5,67.6,2.73,16514269,23449966296,"Asia","Central Asia",3.89036190477094,"developing"
"5823","Kenya",1991,67.4,61.1,5.85,24234087,10695221450,"Africa","Eastern Africa",1.20912236451666,"developing"
"5824","Kiribati",1991,67,58.2,4.6,73698,46075822.32,"Oceania","Micronesia",1.71287049368824,"developing"
"5825","South Korea",1991,5.8,72.2,1.63,43358716,323368202011,"Asia","Eastern Asia",20.4328070850205,"developing"
"5826","Kuwait",1991,15.3,64.4,2.2,2007110,NA,"Asia","Western Asia",NA,"developing"
"5827","Kyrgyz Republic",1991,53.8,65.9,3.77,4441780,1895138516,"Asia","Central Asia",1.16893684914791,"developing"
"5828","Lao",1991,108.6,52,6.06,4371549,991666929.4,"Asia","South-Eastern Asia",0.621494965968882,"developing"
"5829","Latvia",1991,18,69.1,1.82,2645056,9106616653,"Europe","Northern Europe",9.43255442068275,"west"
"5830","Lebanon",1991,25.8,71.9,2.92,2752473,12495913043,"Asia","Western Asia",12.4380432432943,"developing"
"5831","Lesotho",1991,70.6,60.6,4.84,1627900,516223230.9,"Africa","Southern Africa",0.868794288128162,"developing"
"5832","Liberia",1991,171.2,51.5,6.41,2066060,350333188.7,"Africa","Western Africa",0.464563931029334,"developing"
"5833","Libya",1991,33.8,73.7,4.69,4499210,NA,"Africa","Northern Africa",NA,"developing"
"5834","Lithuania",1991,14.9,70.5,1.91,3699352,14966074504,"Europe","Northern Europe",11.0838178812331,"west"
"5835","Luxembourg",1991,6.8,75.5,1.6,386355,13473280265,"Europe","Western Europe",95.541915120649,"west"
"5836","Macao, China",1991,NA,75.61,1.59,369484,4861828692,"Asia","Eastern Asia",36.0504882707213,"developing"
"5837","Macedonia, FYR",1991,31.5,71.7,2.21,1988458,3689516998,"Europe","Southern Europe",5.0834695769009,"west"
"5838","Madagascar",1991,95.4,56.2,6.23,11898267,3059547936,"Africa","Eastern Africa",0.704499496634995,"developing"
"5839","Malawi",1991,137.9,48.6,6.85,9604199,1351538834,"Africa","Eastern Africa",0.385544501998339,"developing"
"5840","Malaysia",1991,13.6,72,3.49,18709835,51712040356,"Asia","South-Eastern Asia",7.57231813605789,"developing"
"5841","Maldives",1991,65.3,66.7,5.78,229686,NA,"Asia","Southern Asia",NA,"developing"
"5842","Mali",1991,128.7,50.5,7.04,8672581,1656480581,"Africa","Western Africa",0.523293234349017,"developing"
"5843","Malta",1991,9.7,77.3,2.04,359113,2508096392,"Europe","Southern Europe",19.1346371876918,"west"
"5844","Mauritania",1991,77.2,60.2,5.93,2080782,989832744.4,"Africa","Western Africa",1.30329392151736,"developing"
"5845","Mauritius",1991,18.8,69.6,2.28,1068435,2846987582,"Africa","Eastern Africa",7.30036546732575,"developing"
"5846","Mexico",1991,35.4,71.9,3.29,87347208,430776972106,"Americas","Central America",13.5117184567845,"developing"
"5847","Micronesia, Fed. Sts.",1991,43.1,64.5,4.88,98800,195643648.1,"Oceania","Micronesia",5.42520237646276,"developing"
"5848","Moldova",1991,27.5,67.4,2.31,4373582,3039365057,"Europe","Eastern Europe",1.90393767704016,"developing"
"5849","Mongolia",1991,73.8,62.3,3.75,2217920,1040685684,"Asia","Eastern Asia",1.28552592284416,"developing"
"5850","Montenegro",1991,14.3,74.4,1.84,615743,NA,"Europe","Southern Europe",NA,"west"
"5851","Morocco",1991,60.8,68.1,3.91,25410178,31334081354,"Africa","Northern Africa",3.37844143516574,"developing"
"5852","Mozambique",1991,157.4,51.7,6.19,13719853,2621477663,"Africa","Eastern Africa",0.523484514270061,"developing"
"5853","Namibia",1991,48.5,61.9,5.1,1466152,2802369819,"Africa","Southern Africa",5.23665045064008,"developing"
"5854","Nepal",1991,93.2,59.1,5.09,19237322,3590929275,"Asia","Southern Asia",0.511410184705557,"developing"
"5855","Netherlands",1991,6.5,77.2,1.61,15019184,288832598822,"Europe","Western Europe",52.6874288612101,"west"
"5856","New Caledonia",1991,NA,71.01,2.96,172274,2390174025,"Oceania","Melanesia",38.01166738046,"developing"
"5857","New Zealand",1991,8.7,75.9,2.36,3445596,38214854047,"Oceania","Australia and New Zealand",30.3861016398189,"west"
"5858","Nicaragua",1991,49,73.7,4.64,4236805,2815121711,"Americas","Central America",1.82039584590695,"developing"
"5859","Niger",1991,135.6,47.9,7.76,8168834,1544738760,"Africa","Western Africa",0.51808630048075,"developing"
"5860","Nigeria",1991,125.8,54.3,6.44,98085436,36641050126,"Africa","Western Africa",1.023459167795,"developing"
"5861","Norway",1991,6.4,77,1.92,4262367,120598906113,"Europe","Northern Europe",77.5174831152326,"west"
"5862","Oman",1991,29.3,72.5,6.83,1892345,13421155507,"Asia","Western Asia",19.4310704761943,"developing"
"5863","Pakistan",1991,104.3,62.2,5.9,110634399,52792358269,"Asia","Southern Asia",1.30733839840591,"developing"
"5864","Panama",1991,25.1,75,3.02,2522901,7759882802,"Americas","Central America",8.42678840041356,"developing"
"5865","Papua New Guinea",1991,64.4,56,4.76,4261933,2581858705,"Oceania","Melanesia",1.65971297370247,"developing"
"5866","Paraguay",1991,35.9,74.2,4.45,4323402,6073964811,"Americas","South America",3.84905208495342,"developing"
"5867","Peru",1991,53.7,69.2,3.72,22283130,36871793989,"Americas","South America",4.53341221222033,"developing"
"5868","Philippines",1991,39,67.9,4.25,63509940,60745327250,"Asia","South-Eastern Asia",2.62046467229522,"developing"
"5869","Poland",1991,14.7,70.7,1.98,38297549,109880027888,"Europe","Eastern Europe",7.86058586401679,"developing"
"5870","Portugal",1991,10.6,74.2,1.52,9909574,91397394349,"Europe","Southern Europe",25.2688783730003,"west"
"5871","Puerto Rico",1991,NA,73.8,2.2,3551582,42003209981,"Americas","Caribbean",32.4016980655883,"developing"
"5872","Qatar",1991,16.7,74.4,3.89,485114,NA,"Asia","Western Asia",NA,"developing"
"5873","Romania",1991,30.1,70.5,1.56,23454143,38314937347,"Europe","Eastern Europe",4.47564556452441,"developing"
"5874","Russia",1991,21.9,69.1,1.73,148040354,366416566465,"Europe","Eastern Europe",6.78113079906374,"developing"
"5875","Rwanda",1991,96.3,49.3,7.01,7071393,1631174858,"Africa","Eastern Africa",0.631979047649965,"developing"
"5876","St. Lucia",1991,18.3,70.4,3.3,140159,544218686.4,"Americas","Caribbean",10.6379904232053,"developing"
"5877","St. Vincent and the Grenadines",1991,19.6,69.7,2.91,107811,293575213.2,"Americas","Caribbean",7.46042289379321,"developing"
"5878","Samoa",1991,25,69.1,5.03,164073,187822577.6,"Oceania","Polynesia",3.13630155103863,"developing"
"5879","Saudi Arabia",1991,32.8,74.3,5.69,16890555,157248891087,"Asia","Western Asia",25.5064963638205,"developing"
"5880","Senegal",1991,69.7,58,6.52,7749559,3551793131,"Africa","Western Africa",1.25567662429972,"developing"
"5881","Serbia",1991,22.3,71.4,2.05,9603621,9883838097,"Europe","Southern Europe",2.81966650755288,"west"
"5882","Seychelles",1991,13.7,69.1,2.66,71496,406087733.6,"Africa","Eastern Africa",15.5612780176609,"developing"
"5883","Sierra Leone",1991,156.1,51.4,6.45,3945899,1038318296,"Africa","Western Africa",0.720927641653771,"developing"
"5884","Singapore",1991,5.5,75.6,1.73,3100091,51225740433,"Asia","South-Eastern Asia",45.271088602556,"developing"
"5885","Slovak Republic",1991,15,71.1,1.97,5298080,24065936365,"Europe","Eastern Europe",12.4448993282239,"developing"
"5886","Slovenia",1991,8.2,73.6,1.43,2007918,15222244613,"Europe","Southern Europe",20.7701608141587,"west"
"5887","Solomon Islands",1991,31.6,60,5.73,320764,361332195.7,"Oceania","Melanesia",3.08622919372464,"developing"
"5888","South Africa",1991,46.7,62.5,3.53,37692367,109814966802,"Africa","Southern Africa",7.98206498268484,"developing"
"5889","Spain",1991,8.8,77,1.31,39287043,451603510207,"Europe","Southern Europe",31.4930775263,"west"
"5890","Sri Lanka",1991,18.1,71.3,2.43,17540762,10273524808,"Asia","Southern Asia",1.60464199386486,"developing"
"5891","Sudan",1991,78.9,59.2,6.09,20861117,7592464085,"Africa","Northern Africa",0.99713124018016,"developing"
"5892","Suriname",1991,39.7,69.9,2.67,416068,857156435.7,"Americas","South America",5.64420670764961,"developing"
"5893","Swaziland",1991,56.7,60.7,5.57,887248,1159452440,"Africa","Southern Africa",3.58026394807006,"developing"
"5894","Sweden",1991,5.5,77.7,2.11,8616535,198811754929,"Europe","Northern Europe",63.2144753699146,"west"
"5895","Switzerland",1991,6.4,77.6,1.54,6739995,222646556202,"Europe","Western Europe",90.5031183164062,"west"
"5896","Syria",1991,29.2,71,5.11,12817578,12701377130,"Asia","Western Asia",2.71488837492148,"developing"
"5897","Tajikistan",1991,86.9,65.3,5.07,5417554,2099090969,"Asia","Central Asia",1.06153702605342,"developing"
"5898","Tanzania",1991,99.6,55.1,6.15,26307482,7703075615,"Africa","Eastern Africa",0.802217283791153,"developing"
"5899","Thailand",1991,28.8,71,2.06,57225972,86151673510,"Asia","South-Eastern Asia",4.12456047438003,"developing"
"5900","Timor-Leste",1991,126.8,59.2,5.47,764884,NA,"Asia","South-Eastern Asia",NA,"developing"
"5901","Togo",1991,89,57.8,6.21,3886858,1035271822,"Africa","Western Africa",0.72973109801397,"developing"
"5902","Tonga",1991,18,69.3,4.61,95304,151247214.2,"Oceania","Polynesia",4.34793848437703,"developing"
"5903","Trinidad and Tobago",1991,26.5,69.3,2.34,1229906,6130454892,"Americas","Caribbean",13.6561386214859,"developing"
"5904","Tunisia",1991,42.8,72,3.36,8417689,14075791708,"Africa","Northern Africa",4.58128268918347,"developing"
"5905","Turkey",1991,53.1,68.5,2.99,54909508,187985577937,"Asia","Western Asia",9.37959561847313,"developing"
"5906","Turkmenistan",1991,72,63.5,4.22,3772350,3641327918,"Asia","Central Asia",2.64456926616907,"developing"
"5907","Uganda",1991,109.3,50,7.08,17973428,3475965508,"Africa","Eastern Africa",0.529848461440007,"developing"
"5908","Ukraine",1991,16.7,69.4,1.79,51360720,65901556790,"Europe","Eastern Europe",3.51537537603759,"developing"
"5909","United Arab Emirates",1991,13.4,70.8,4.19,1913190,66761387589,"Asia","Western Asia",95.6036312142232,"developing"
"5910","United Kingdom",1991,7.4,76,1.8,57264600,1092939524264,"Europe","Northern Europe",52.2898066344174,"west"
"5911","United States",1991,9.1,75.5,2.06,255367160,7045490705407,"Americas","Northern America",75.5880836885567,"west"
"5912","Uruguay",1991,19.6,72.6,2.51,3132048,16913219122,"Americas","South America",14.7946604380317,"developing"
"5913","Uzbekistan",1991,58.5,67.6,4.06,20970307,13974557627,"Asia","Central Asia",1.8257462445378,"developing"
"5914","Vanuatu",1991,28.1,62,4.89,150779,200748580.8,"Oceania","Melanesia",3.64769703858509,"developing"
"5915","Venezuela",1991,23.9,72.4,3.37,20332247,104532938619,"Americas","South America",14.0855859489999,"developing"
